psraid,cregion,q1,q2,q45,sex,recage,receduc,racethn2,party,partyln,weight,llweight,cellweight
207969,West,Don't know/Refused (VOL.),NA,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Republican,NA,4.703703704,0,3.152173913
208001,South,Approve,Very strongly,Approve,Female,18-24,HS grad or less,White~Hisp,Democrat,NA,6.814814815,0,2.108695652
208012,Northeast,Approve,Don't know/Refused (VOL.),Approve,Male,18-24,Some coll/Assoc degree,Black~Hisp,Independent,Democrat,5.444444444,0,1.804347826
208021,Northeast,Disapprove,Very strongly,Disapprove,Male,18-24,Coll+,"Hisp, born in US",Republican,NA,4.740740741,0,2.086956522
208054,South,Approve,Very strongly,Approve,Male,65+,HS grad or less,White~Hisp,Democrat,NA,4.962962963,0,2.673913043
208065,South,Approve,Don't know/Refused (VOL.),Approve,Female,45-54,Some coll/Assoc degree,White~Hisp,Democrat,NA,3.222222222,0,1.152173913
208088,Northeast,Approve,Not so strongly,Disapprove,Male,25-34,Some coll/Assoc degree,Black~Hisp,Independent,Democrat,8.296296296,0,3.413043478
208097,South,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.222222222,0,2.108695652
208134,South,Disapprove,Not so strongly,Disapprove,Female,18-24,HS grad or less,White~Hisp,Republican,NA,6.444444444,0,2.413043478
208144,South,Approve,Very strongly,Approve,Male,65+,Coll+,"Hisp, born outside US",Independent,Democrat,2.111111111,0,1.065217391
208161,South,Approve,Don't know/Refused (VOL.),Approve,Female,35-44,HS grad or less,"Hisp, born outside US",Independent,Democrat,7.703703704,0,3.130434783
208166,Midwest,Disapprove,Not so strongly,Don't know/Refused (VOL.),Male,55-64,HS grad or less,White~Hisp,Democrat,NA,2.037037037,0,2.717391304
208186,Midwest,Disapprove,Not so strongly,Approve,Male,55-64,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),1.962962963,0,1.673913043
208190,South,Approve,Very strongly,Approve,Female,25-34,HS grad or less,"Hisp, born in US",No preference (VOL.),Democrat,5.185185185,0,1.934782609
208201,South,Approve,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Democrat,8.296296296,0,2.717391304
208208,Midwest,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Republican,2.481481481,0,1.260869565
208217,South,Disapprove,Not so strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,4.111111111,0,2.695652174
208229,Midwest,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Republican,6.962962963,0,1.956521739
208235,South,Approve,Not so strongly,Approve,Male,25-34,HS grad or less,"Hisp, born in US",Republican,NA,6.518518519,0,2.434782609
208237,Midwest,Approve,Not so strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Democrat,NA,5.074074074,0,2.086956522
208278,South,Disapprove,Very strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Democrat,NA,3.074074074,0,1.847826087
208282,Midwest,Approve,Very strongly,Don't know/Refused (VOL.),Male,55-64,Some coll/Assoc degree,"Hisp, born in US",Independent,Other/Don't know/Refused (VOL.),4.037037037,0,1.826086957
208295,Midwest,Approve,Very strongly,Approve,Female,18-24,Coll+,White~Hisp,Democrat,NA,2.740740741,0,1.02173913
208320,South,Approve,Very strongly,Approve,Male,35-44,Coll+,Black~Hisp,Democrat,NA,3.37037037,0,1.282608696
208367,South,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Republican,NA,6.407407407,0,1.652173913
208379,South,Disapprove,Very strongly,Disapprove,Male,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,4.740740741,0,1.869565217
208409,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Republican,NA,3.259259259,0,1.608695652
208419,South,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Democrat,6.407407407,0,1.652173913
208423,South,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Republican,2,0,1.195652174
208444,Midwest,Approve,Not so strongly,Approve,Female,45-54,Some coll/Assoc degree,White~Hisp,Independent,Democrat,4.962962963,0,1.804347826
208451,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,2.740740741,0,1.695652174
208482,South,Disapprove,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Independent,Republican,2.740740741,0,1.956521739
208493,South,Disapprove,Very strongly,Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Republican,NA,3.851851852,0,1.739130435
208503,South,Approve,Very strongly,Approve,Female,18-24,HS grad or less,Black~Hisp,Democrat,NA,6.814814815,0,2.717391304
208519,Midwest,Approve,Very strongly,Approve,Male,25-34,Coll+,Other,Republican,NA,5.555555556,0,1.760869565
208588,West,Disapprove,Very strongly,Don't know/Refused (VOL.),Female,45-54,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.407407407,0,2.52173913
208591,West,Approve,Not so strongly,Approve,Male,35-44,HS grad or less,Other,Republican,NA,7.703703704,0,2.695652174
208607,West,Approve,Very strongly,Approve,Female,35-44,HS grad or less,"Hisp, born outside US",Independent,Republican,5.259259259,0,2.97826087
208625,West,Approve,Not so strongly,Disapprove,Male,55-64,HS grad or less,"Hisp, born in US",Republican,NA,8.296296296,0,3.97826087
208630,West,Disapprove,Not so strongly,Disapprove,Male,35-44,HS grad or less,"Hisp, born in US",Democrat,NA,8.296296296,0,3.97826087
208635,West,Approve,Very strongly,Approve,Female,25-34,Some coll/Assoc degree,Black~Hisp,Democrat,NA,3.111111111,0,1.652173913
208649,South,Disapprove,Very strongly,Disapprove,Male,25-34,Some coll/Assoc degree,White~Hisp,Independent,Republican,8.296296296,0,2.369565217
208688,West,Disapprove,Very strongly,Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Other party (VOL.),Republican,4.185185185,0,2.260869565
208693,West,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Republican,NA,4.407407407,0,2.52173913
208736,West,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Independent,Republican,1.444444444,0,1.347826087
208740,South,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Democrat,NA,2.259259259,0,1.869565217
208743,West,Disapprove,Very strongly,Disapprove,Male,25-34,Some coll/Assoc degree,White~Hisp,Republican,NA,3.888888889,0,2.5
208749,West,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Republican,NA,1.740740741,0,1.695652174
208764,West,Approve,Very strongly,Approve,Male,35-44,Coll+,White~Hisp,Democrat,NA,5.962962963,0,2.543478261
208766,West,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Independent,Republican,4.074074074,0,2.782608696
208771,West,Disapprove,Not so strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Republican,NA,4.37037037,0,1.608695652
208775,West,Approve,Very strongly,Approve,Male,45-54,Some coll/Assoc degree,Black~Hisp,Democrat,NA,6.555555556,0,2.304347826
208778,West,Disapprove,Not so strongly,Disapprove,Male,55-64,Some coll/Assoc degree,"Hisp, born in US",Republican,NA,4.037037037,0,1.630434783
208782,West,Approve,Very strongly,Approve,Female,25-34,Coll+,Black~Hisp,Democrat,NA,4.666666667,0,1.847826087
208788,West,Disapprove,Not so strongly,Approve,Female,18-24,HS grad or less,"Hisp, born outside US",Independent,Democrat,8.296296296,0,2.782608696
208796,West,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,"Hisp, born in US",Independent,Democrat,3.481481481,0,3.173913043
208800,West,Approve,Very strongly,Approve,Male,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.259259259,0,1.956521739
208810,West,Don't know/Refused (VOL.),NA,Approve,Male,18-24,Coll+,White~Hisp,Independent,Democrat,4.074074074,0,1.282608696
208819,West,Approve,Very strongly,Approve,Female,55-64,HS grad or less,"Hisp, born outside US",Democrat,NA,8.296296296,0,3.97826087
208855,West,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Independent,Democrat,2.592592593,0,1.739130435
208878,West,Approve,Very strongly,Approve,Female,45-54,HS grad or less,Black~Hisp,Democrat,NA,8.037037037,0,3.586956522
208890,West,Disapprove,Very strongly,Disapprove,Male,DK/Ref,HS grad or less,Ref,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),5.666666667,0,2.760869565
208894,West,Approve,Not so strongly,Approve,Female,45-54,HS grad or less,"Hisp, born outside US",Democrat,NA,5.814814815,0,2.804347826
208902,West,Disapprove,Very strongly,Disapprove,Female,55-64,HS grad or less,Other,Independent,Other/Don't know/Refused (VOL.),5.111111111,0,3.239130435
208927,West,Approve,Don't know/Refused (VOL.),Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,2.185185185,0,1.347826087
208984,South,Disapprove,Very strongly,Don't know/Refused (VOL.),Male,25-34,HS grad or less,White~Hisp,Democrat,NA,4.111111111,0,1.282608696
208986,South,Disapprove,Very strongly,Disapprove,Male,25-34,Some coll/Assoc degree,Ref,No preference (VOL.),Republican,3.925925926,0,1.695652174
209005,Midwest,Approve,Not so strongly,Approve,Male,55-64,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.037037037,0,2.152173913
209010,West,Approve,Not so strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Republican,NA,3.962962963,0,2.5
209022,Midwest,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Independent,Republican,5.592592593,0,2.086956522
209024,South,Approve,Don't know/Refused (VOL.),Approve,Male,25-34,HS grad or less,"Hisp, born in US",Republican,NA,6.296296296,0,1.652173913
209027,West,Disapprove,Very strongly,Disapprove,Female,55-64,HS grad or less,White~Hisp,Independent,Democrat,8.296296296,0,3.97826087
209052,South,Approve,Not so strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1.333333333,0,1
209058,West,Approve,Not so strongly,Disapprove,Male,55-64,HS grad or less,"Hisp, born outside US",Democrat,NA,3.333333333,0,2.130434783
209180,West,Approve,Very strongly,Approve,Male,45-54,Some coll/Assoc degree,White~Hisp,Democrat,NA,3.333333333,0,2.826086957
209181,West,Disapprove,Very strongly,Disapprove,Female,25-34,HS grad or less,White~Hisp,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),8.296296296,0,3.97826087
209192,West,Approve,Very strongly,Approve,Male,18-24,HS grad or less,"Hisp, born outside US",Independent,Other/Don't know/Refused (VOL.),5.777777778,0,1.934782609
209202,West,Don't know/Refused (VOL.),NA,Approve,Female,45-54,HS grad or less,"Hisp, born outside US",Republican,NA,5.148148148,0,2.282608696
209231,West,Approve,Very strongly,Approve,Female,18-24,HS grad or less,Other,Democrat,NA,7.592592593,0,2.47826087
209247,West,Disapprove,Very strongly,Disapprove,Male,35-44,Coll+,White~Hisp,Independent,Democrat,3.740740741,0,1.586956522
209250,West,Disapprove,Not so strongly,Approve,Male,35-44,Coll+,White~Hisp,Democrat,NA,5.888888889,0,2.304347826
209268,West,Approve,Very strongly,Approve,Male,55-64,Coll+,White~Hisp,Democrat,NA,1.481481481,0,1.391304348
209282,West,Disapprove,Very strongly,Disapprove,Male,18-24,Some coll/Assoc degree,White~Hisp,Republican,NA,5.740740741,0,2.652173913
209283,West,Disapprove,Not so strongly,Approve,Female,25-34,Some coll/Assoc degree,White~Hisp,Democrat,NA,7.259259259,0,3.173913043
209287,West,Disapprove,Not so strongly,Disapprove,Female,35-44,Some coll/Assoc degree,"Hisp, born in US",Republican,NA,8.296296296,0,3.97826087
209288,West,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Republican,8.296296296,0,3.195652174
209294,West,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Republican,2.518518519,0,1.434782609
209315,West,Approve,Not so strongly,Approve,Male,45-54,Coll+,White~Hisp,Independent,Democrat,3.62962963,0,1.652173913
209339,West,Approve,Not so strongly,Approve,Male,65+,Coll+,White~Hisp,Democrat,NA,1.444444444,0,1.086956522
209345,West,Approve,Very strongly,Approve,Female,35-44,Coll+,White~Hisp,Democrat,NA,1.518518519,0,2.195652174
209368,West,Approve,Very strongly,Approve,Female,35-44,Some coll/Assoc degree,Black~Hisp,Independent,Republican,8.111111111,0,2.152173913
209398,South,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,White~Hisp,Republican,NA,4.851851852,0,2.043478261
209411,West,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,0,1.456521739
209416,West,Approve,Very strongly,Approve,Female,25-34,Some coll/Assoc degree,"Hisp, born outside US",Don't know/Refused (VOL.),Republican,8.296296296,0,2.434782609
209424,West,Approve,Very strongly,Approve,Male,45-54,Some coll/Assoc degree,White~Hisp,Democrat,NA,8.296296296,0,3.760869565
209430,West,Approve,Not so strongly,Approve,Female,25-34,HS grad or less,"Hisp, born outside US",Independent,Republican,8.296296296,0,2.934782609
209490,South,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,2.592592593,0,1.5
209525,Northeast,Approve,Very strongly,Approve,Male,35-44,HS grad or less,White~Hisp,Independent,Democrat,5.925925926,0,3.934782609
209530,Northeast,Disapprove,Very strongly,Disapprove,Male,18-24,Some coll/Assoc degree,White~Hisp,Republican,NA,7.925925926,0,3.195652174
209544,South,Approve,Very strongly,Disapprove,Female,35-44,HS grad or less,White~Hisp,Democrat,NA,6.518518519,0,3.217391304
209545,South,Approve,Not so strongly,Approve,Female,55-64,HS grad or less,White~Hisp,Democrat,NA,1.962962963,0,3.47826087
209551,Northeast,Disapprove,Very strongly,Disapprove,Female,DK/Ref,Coll+,White~Hisp,Independent,Republican,1,0,1.413043478
209567,Northeast,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Independent,Republican,4.259259259,0,2.239130435
209621,Midwest,Approve,Very strongly,Approve,Female,45-54,Some coll/Assoc degree,Black~Hisp,Democrat,NA,5.444444444,0,2.586956522
209623,Northeast,Approve,Not so strongly,Disapprove,Male,18-24,Some coll/Assoc degree,"Hisp, born in US",Democrat,NA,4.666666667,0,2.5
209628,Northeast,Disapprove,Not so strongly,Disapprove,Male,18-24,Coll+,White~Hisp,Democrat,NA,3,0,1.173913043
209653,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Democrat,NA,3.740740741,0,3.326086957
209687,South,Approve,Don't know/Refused (VOL.),Disapprove,Female,55-64,HS grad or less,White~Hisp,Independent,Republican,5.814814815,0,3.217391304
209688,South,Approve,Not so strongly,Disapprove,Male,25-34,HS grad or less,Black~Hisp,Independent,Democrat,8.296296296,0,1.739130435
209704,South,Disapprove,Very strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Independent,Republican,2.740740741,0,1.543478261
209714,South,Disapprove,Very strongly,Disapprove,Female,35-44,HS grad or less,White~Hisp,No preference (VOL.),Other/Don't know/Refused (VOL.),5.296296296,0,3.217391304
209717,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,0,1
209721,South,Disapprove,Not so strongly,Disapprove,Male,45-54,HS grad or less,Black~Hisp,Democrat,NA,7.185185185,0,2.173913043
209726,South,Approve,Very strongly,Don't know/Refused (VOL.),Female,18-24,Some coll/Assoc degree,"Hisp, born outside US",Democrat,NA,5.037037037,0,2.086956522
209728,South,Approve,Not so strongly,Approve,Female,35-44,Coll+,Other,Independent,Democrat,5.851851852,0,2.630434783
209734,West,Approve,Not so strongly,Approve,Male,35-44,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),3.111111111,0,1.543478261
209745,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.259259259,0,2.108695652
209753,West,Approve,Not so strongly,Disapprove,Male,65+,HS grad or less,Other,Independent,Republican,5.592592593,0,3.413043478
209828,West,Approve,Very strongly,Approve,Female,55-64,Coll+,Black~Hisp,Democrat,NA,1.111111111,0,1.391304348
209829,West,Disapprove,Not so strongly,Disapprove,Male,25-34,Coll+,Other,Independent,Democrat,3.925925926,0,1.239130435
209850,West,Disapprove,Not so strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Democrat,NA,7.407407407,0,2.326086957
209861,West,Approve,Very strongly,Approve,Male,55-64,Some coll/Assoc degree,Black~Hisp,Democrat,NA,4.740740741,0,1.869565217
209876,West,Disapprove,Not so strongly,Disapprove,Female,25-34,HS grad or less,Other,No preference (VOL.),Other/Don't know/Refused (VOL.),7.518518519,0,3
209883,West,Disapprove,Very strongly,Disapprove,Female,35-44,DK/Ref,Ref,No preference (VOL.),Other/Don't know/Refused (VOL.),2.111111111,0,2.52173913
209886,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,2.111111111,0,1.5
209888,West,Approve,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),7.074074074,0,2.173913043
209904,Midwest,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,No preference (VOL.),Republican,2.37037037,0,2.652173913
209913,Midwest,Approve,Very strongly,Disapprove,Male,18-24,HS grad or less,"Hisp, born in US",Democrat,NA,5.37037037,0,1.956521739
209914,West,Approve,Not so strongly,Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Democrat,8.296296296,0,3.760869565
209946,West,Disapprove,Very strongly,Disapprove,Male,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,3.222222222,0,2.608695652
209954,Midwest,Approve,Very strongly,Approve,Female,45-54,HS grad or less,Black~Hisp,Democrat,NA,3.148148148,0,2.891304348
209970,South,Disapprove,Very strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Independent,Republican,6.407407407,0,2.043478261
209982,West,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Independent,Republican,1.185185185,0,1.130434783
210013,Midwest,Approve,Very strongly,Approve,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Democrat,6.407407407,0,3
210026,West,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Republican,4.777777778,0,1.739130435
210057,Northeast,Disapprove,Not so strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Republican,NA,6.740740741,0,2.5
210061,West,Approve,Very strongly,Approve,Female,25-34,HS grad or less,"Hisp, born outside US",Democrat,NA,5.185185185,0,2.934782609
210088,South,Disapprove,Very strongly,Disapprove,Male,35-44,Coll+,White~Hisp,Independent,Republican,4.259259259,0,1.804347826
210116,West,Approve,Not so strongly,Approve,Male,35-44,Coll+,Other,Independent,Democrat,5.259259259,0,2.043478261
210130,West,Approve,Not so strongly,Approve,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.703703704,0,2.391304348
210134,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Republican,NA,4.962962963,0,1.804347826
210138,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Republican,NA,3.259259259,0,1.608695652
210142,West,Approve,Not so strongly,Approve,Male,35-44,Some coll/Assoc degree,White~Hisp,Democrat,NA,8.296296296,0,3.97826087
210160,Midwest,Approve,Don't know/Refused (VOL.),Approve,Male,65+,HS grad or less,White~Hisp,Independent,Democrat,2.851851852,0,3.02173913
210164,Midwest,Approve,Not so strongly,Approve,Female,55-64,HS grad or less,White~Hisp,Democrat,NA,4.333333333,0,3.97826087
210180,South,Disapprove,Not so strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Republican,NA,1.518518519,0,1
210183,South,Disapprove,Not so strongly,Don't know/Refused (VOL.),Female,18-24,HS grad or less,White~Hisp,Independent,Republican,3.925925926,0,1.934782609
210203,West,Disapprove,Not so strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),8.296296296,0,3.608695652
210277,West,Don't know/Refused (VOL.),NA,Disapprove,Female,35-44,Coll+,"Hisp, born outside US",Independent,Other/Don't know/Refused (VOL.),3.185185185,0,2.326086957
210295,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Independent,Republican,3.037037037,0,1.413043478
210352,Midwest,Disapprove,Very strongly,Disapprove,Male,18-24,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),5.185185185,0,1.673913043
210368,South,Disapprove,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Independent,Republican,4.111111111,0,1.282608696
210372,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Independent,Republican,1,0,1
210378,Northeast,Approve,Not so strongly,Approve,Male,55-64,Some coll/Assoc degree,Ref,Democrat,NA,3.111111111,0,2.869565217
210382,Midwest,Don't know/Refused (VOL.),NA,Don't know/Refused (VOL.),Female,65+,Some coll/Assoc degree,White~Hisp,No preference (VOL.),Other/Don't know/Refused (VOL.),2.407407407,0,2.02173913
210394,West,Don't know/Refused (VOL.),NA,Approve,Female,25-34,Some coll/Assoc degree,Other,Democrat,NA,8.296296296,0,2.5
210396,South,Approve,Very strongly,Approve,Male,65+,HS grad or less,"Hisp, born in US",Democrat,NA,3.185185185,0,1.869565217
210427,South,Approve,Very strongly,Approve,Female,35-44,Coll+,Black~Hisp,Independent,Democrat,2.148148148,0,2
210459,Midwest,Disapprove,Not so strongly,Disapprove,Female,35-44,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),6.851851852,0,3.739130435
210464,Northeast,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,White~Hisp,Republican,NA,5,0,3.108695652
210524,South,Approve,Very strongly,Approve,Male,65+,HS grad or less,Black~Hisp,Democrat,NA,4.296296296,0,2.195652174
210561,Northeast,Don't know/Refused (VOL.),NA,Approve,Female,45-54,HS grad or less,Black~Hisp,Democrat,NA,4.296296296,0,2.456521739
210595,South,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,3.037037037,0,2.086956522
210599,Northeast,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Republican,8.296296296,0,3.5
210604,South,Don't know/Refused (VOL.),NA,Don't know/Refused (VOL.),Female,25-34,Coll+,White~Hisp,Democrat,NA,6.407407407,0,1.565217391
210620,Northeast,Approve,Very strongly,Approve,Male,25-34,Some coll/Assoc degree,"Hisp, born outside US",Democrat,NA,8.296296296,0,3.239130435
210631,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,3.148148148,0,3.97826087
210664,Midwest,Approve,Very strongly,Approve,Male,55-64,HS grad or less,White~Hisp,Democrat,NA,4.37037037,0,2.369565217
210704,South,Approve,Very strongly,Approve,Male,45-54,HS grad or less,Black~Hisp,Independent,Democrat,4.925925926,0,1.782608696
210792,South,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Republican,NA,2.62962963,0,2.369565217
210814,South,Approve,Not so strongly,Approve,Female,35-44,Coll+,White~Hisp,Democrat,NA,2.851851852,0,1.52173913
210816,Northeast,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.592592593,0,1.717391304
210823,South,Approve,Very strongly,Approve,Female,65+,Some coll/Assoc degree,Black~Hisp,Democrat,NA,2.296296296,0,2.347826087
210827,Northeast,Approve,Not so strongly,Approve,Male,25-34,Coll+,White~Hisp,Democrat,NA,5.851851852,0,1.652173913
210830,South,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Democrat,NA,2.888888889,0,1.97826087
210896,South,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Democrat,3.740740741,0,1.195652174
210900,South,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Independent,Democrat,8.296296296,0,3.369565217
210930,South,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Don't know/Refused (VOL.),Republican,2.851851852,0,1.52173913
210943,South,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,White~Hisp,Independent,Republican,2.481481481,0,2.217391304
210947,Northeast,Disapprove,Not so strongly,Disapprove,Female,45-54,HS grad or less,"Hisp, born outside US",Independent,Republican,4.37037037,0,2.760869565
210948,Northeast,Approve,Not so strongly,Approve,Female,25-34,Coll+,"Hisp, born in US",Democrat,NA,5.62962963,0,2.065217391
210951,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,1.851851852,0,1.869565217
210955,South,Approve,Don't know/Refused (VOL.),Approve,Male,65+,Coll+,White~Hisp,Democrat,NA,1.037037037,0,1.086956522
210982,West,Disapprove,Not so strongly,Disapprove,Male,25-34,Some coll/Assoc degree,"Hisp, born in US",Republican,NA,4.444444444,0,1.565217391
210983,Northeast,Disapprove,Very strongly,Disapprove,Male,18-24,Some coll/Assoc degree,White~Hisp,Independent,Democrat,7.925925926,0,3.195652174
210991,South,Approve,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Republican,NA,8.296296296,0,2.847826087
211014,Northeast,Approve,Very strongly,Approve,Female,35-44,Coll+,White~Hisp,Democrat,NA,4.666666667,0,2.760869565
211017,South,Approve,Not so strongly,Approve,Male,25-34,Coll+,Other,Democrat,NA,5.777777778,0,1.717391304
211025,South,Disapprove,Not so strongly,Disapprove,Female,18-24,HS grad or less,White~Hisp,Democrat,NA,6.444444444,0,2.413043478
211043,Midwest,Approve,Very strongly,Approve,Male,25-34,Some coll/Assoc degree,Black~Hisp,Independent,Democrat,6.518518519,0,2.152173913
211053,Midwest,Disapprove,Not so strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Independent,Democrat,4.074074074,0,1.782608696
211054,Northeast,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Republican,7.185185185,0,2.543478261
211062,South,Approve,Very strongly,Approve,Male,65+,HS grad or less,Other,Democrat,NA,4.703703704,0,2.5
211065,South,Disapprove,Very strongly,Disapprove,Male,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,2.740740741,0,1.717391304
211066,Northeast,Disapprove,Not so strongly,Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Republican,4.666666667,0,3.97826087
211076,South,Don't know/Refused (VOL.),NA,Disapprove,Female,18-24,HS grad or less,White~Hisp,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),5.925925926,0,1.97826087
211077,South,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.518518519,0,1.739130435
211083,South,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),3.518518519,0,1.391304348
211092,Northeast,Disapprove,Very strongly,Disapprove,Male,18-24,Coll+,White~Hisp,Republican,NA,2.62962963,0,1.52173913
211094,Northeast,Approve,Very strongly,Approve,Male,25-34,Coll+,White~Hisp,Democrat,NA,4.851851852,0,1.391304348
211108,South,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,4.481481481,0,2.847826087
